last4ccnum,timestamp_purchase,name_location,car_id,start_time_visit,end_time_visit,geometry
8129,2014-01-14 07:44:00,Hallowed Grounds,12,2014-01-14 07:21:16,2014-01-14 07:50:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-14 07:45:00,Hallowed Grounds,12,2014-01-14 07:21:16,2014-01-14 07:50:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-15 07:33:00,Hallowed Grounds,12,2014-01-15 07:17:16,2014-01-15 07:49:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-15 07:36:00,Hallowed Grounds,12,2014-01-15 07:17:16,2014-01-15 07:49:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-15 07:39:00,Hallowed Grounds,12,2014-01-15 07:17:16,2014-01-15 07:49:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-15 07:44:00,Hallowed Grounds,12,2014-01-15 07:17:16,2014-01-15 07:49:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-16 07:44:00,Hallowed Grounds,12,2014-01-16 07:32:16,2014-01-16 07:46:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-16 07:44:00,Hallowed Grounds,12,2014-01-16 07:32:16,2014-01-16 07:46:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-16 07:44:00,Hallowed Grounds,12,2014-01-16 07:32:16,2014-01-16 07:46:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-16 07:45:00,Hallowed Grounds,12,2014-01-16 07:32:16,2014-01-16 07:46:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-17 20:41:00,General Grocer,12,2014-01-17 19:03:01,2014-01-17 20:51:01,"POLYGON ((24.856 36.05875, 24.861 36.05875, 24.861 36.064, 24.856 36.064, 24.856 36.05875))"
7108,2014-01-06 07:34:00,Hallowed Grounds,18,2014-01-06 07:14:46,2014-01-06 07:41:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-06 07:36:00,Hallowed Grounds,18,2014-01-06 07:14:46,2014-01-06 07:41:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
6691,2014-01-07 07:57:00,Hallowed Grounds,18,2014-01-07 07:50:46,2014-01-07 08:02:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-07 08:01:00,Hallowed Grounds,18,2014-01-07 07:50:46,2014-01-07 08:02:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2681,2014-01-07 08:01:00,Hallowed Grounds,18,2014-01-07 07:50:46,2014-01-07 08:02:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-08 07:39:00,Hallowed Grounds,18,2014-01-08 07:23:46,2014-01-08 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1874,2014-01-08 07:39:00,Hallowed Grounds,18,2014-01-08 07:23:46,2014-01-08 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-08 07:39:00,Hallowed Grounds,18,2014-01-08 07:23:46,2014-01-08 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-08 07:40:00,Hallowed Grounds,18,2014-01-08 07:23:46,2014-01-08 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-08 07:43:00,Hallowed Grounds,18,2014-01-08 07:23:46,2014-01-08 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-08 07:47:00,Hallowed Grounds,18,2014-01-08 07:23:46,2014-01-08 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-09 07:37:00,Hallowed Grounds,18,2014-01-09 07:32:46,2014-01-09 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-09 07:42:00,Hallowed Grounds,18,2014-01-09 07:32:46,2014-01-09 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-09 07:46:00,Hallowed Grounds,18,2014-01-09 07:32:46,2014-01-09 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9551,2014-01-09 07:50:00,Hallowed Grounds,18,2014-01-09 07:32:46,2014-01-09 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-09 07:51:00,Hallowed Grounds,18,2014-01-09 07:32:46,2014-01-09 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-09 07:57:00,Hallowed Grounds,18,2014-01-09 07:32:46,2014-01-09 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9405,2014-01-09 07:57:00,Hallowed Grounds,18,2014-01-09 07:32:46,2014-01-09 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-10 07:34:00,Hallowed Grounds,18,2014-01-10 07:32:46,2014-01-10 07:43:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1874,2014-01-10 07:41:00,Hallowed Grounds,18,2014-01-10 07:32:46,2014-01-10 07:43:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-10 07:41:00,Hallowed Grounds,18,2014-01-10 07:32:46,2014-01-10 07:43:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-10 07:41:00,Hallowed Grounds,18,2014-01-10 07:32:46,2014-01-10 07:43:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-14 07:45:00,Hallowed Grounds,18,2014-01-14 07:44:46,2014-01-14 07:55:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1874,2014-01-14 07:54:00,Hallowed Grounds,18,2014-01-14 07:44:46,2014-01-14 07:55:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-14 07:54:00,Hallowed Grounds,18,2014-01-14 07:44:46,2014-01-14 07:55:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-15 07:33:00,Hallowed Grounds,18,2014-01-15 07:07:01,2014-01-15 07:37:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-15 07:36:00,Hallowed Grounds,18,2014-01-15 07:07:01,2014-01-15 07:37:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-16 07:44:00,Hallowed Grounds,18,2014-01-16 07:27:46,2014-01-16 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-16 07:44:00,Hallowed Grounds,18,2014-01-16 07:27:46,2014-01-16 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-16 07:44:00,Hallowed Grounds,18,2014-01-16 07:27:46,2014-01-16 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-16 07:45:00,Hallowed Grounds,18,2014-01-16 07:27:46,2014-01-16 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-16 07:51:00,Hallowed Grounds,18,2014-01-16 07:27:46,2014-01-16 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-16 07:51:00,Hallowed Grounds,18,2014-01-16 07:27:46,2014-01-16 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1874,2014-01-16 07:54:00,Hallowed Grounds,18,2014-01-16 07:27:46,2014-01-16 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-17 07:31:00,Hallowed Grounds,18,2014-01-17 07:18:01,2014-01-17 07:41:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-17 07:33:00,Hallowed Grounds,18,2014-01-17 07:18:01,2014-01-17 07:41:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-17 07:39:00,Hallowed Grounds,18,2014-01-17 07:18:01,2014-01-17 07:41:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-17 07:41:00,Hallowed Grounds,18,2014-01-17 07:18:01,2014-01-17 07:41:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7354,2014-01-10 21:11:00,Roberts and Sons,16,2014-01-10 19:39:01,2014-01-10 21:20:01,"POLYGON ((24.85 36.06325, 24.855 36.06325, 24.855 36.06475, 24.85 36.06475, 24.85 36.06325))"
4434,2014-01-16 20:25:00,Roberts and Sons,16,2014-01-16 19:18:39,2014-01-16 20:55:01,"POLYGON ((24.85 36.06325, 24.855 36.06325, 24.855 36.06475, 24.85 36.06475, 24.85 36.06325))"
7354,2014-01-16 20:52:00,Roberts and Sons,16,2014-01-16 19:18:39,2014-01-16 20:55:01,"POLYGON ((24.85 36.06325, 24.855 36.06325, 24.855 36.06475, 24.85 36.06475, 24.85 36.06325))"
7253,2014-01-18 15:41:00,Roberts and Sons,6,2014-01-18 13:27:47,2014-01-18 15:44:01,"POLYGON ((24.85 36.06325, 24.855 36.06325, 24.855 36.06475, 24.85 36.06475, 24.85 36.06325))"
9635,2014-01-08 20:45:00,Albert's Fine Clothing,3,2014-01-08 18:58:53,2014-01-08 20:53:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7117,2014-01-09 20:21:00,Albert's Fine Clothing,3,2014-01-09 19:47:28,2014-01-09 21:44:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
8332,2014-01-09 21:27:00,Albert's Fine Clothing,3,2014-01-09 19:47:28,2014-01-09 21:44:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
8156,2014-01-11 19:27:00,Albert's Fine Clothing,3,2014-01-11 18:11:01,2014-01-11 20:04:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
1877,2014-01-12 19:58:00,Albert's Fine Clothing,3,2014-01-12 18:37:28,2014-01-12 20:12:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
3484,2014-01-14 20:05:00,Albert's Fine Clothing,3,2014-01-14 19:20:53,2014-01-14 20:58:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
9635,2014-01-14 20:50:00,Albert's Fine Clothing,3,2014-01-14 19:20:53,2014-01-14 20:58:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7117,2014-01-16 20:08:00,Albert's Fine Clothing,3,2014-01-16 18:39:28,2014-01-16 20:18:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7108,2014-01-06 07:34:00,Hallowed Grounds,26,2014-01-06 07:22:40,2014-01-06 07:38:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-06 07:36:00,Hallowed Grounds,26,2014-01-06 07:22:40,2014-01-06 07:38:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-07 07:37:00,Hallowed Grounds,26,2014-01-07 07:36:01,2014-01-07 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1874,2014-01-07 07:41:00,Hallowed Grounds,26,2014-01-07 07:36:01,2014-01-07 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9551,2014-01-07 07:46:00,Hallowed Grounds,26,2014-01-07 07:36:01,2014-01-07 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-07 07:47:00,Hallowed Grounds,26,2014-01-07 07:36:01,2014-01-07 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-07 07:48:00,Hallowed Grounds,26,2014-01-07 07:36:01,2014-01-07 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-08 07:39:00,Hallowed Grounds,26,2014-01-08 07:05:40,2014-01-08 07:40:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1874,2014-01-08 07:39:00,Hallowed Grounds,26,2014-01-08 07:05:40,2014-01-08 07:40:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-08 07:39:00,Hallowed Grounds,26,2014-01-08 07:05:40,2014-01-08 07:40:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-08 07:40:00,Hallowed Grounds,26,2014-01-08 07:05:40,2014-01-08 07:40:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-09 07:37:00,Hallowed Grounds,26,2014-01-09 07:14:40,2014-01-09 07:44:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-09 07:42:00,Hallowed Grounds,26,2014-01-09 07:14:40,2014-01-09 07:44:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-10 07:34:00,Hallowed Grounds,26,2014-01-10 07:17:40,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1874,2014-01-10 07:41:00,Hallowed Grounds,26,2014-01-10 07:17:40,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-10 07:41:00,Hallowed Grounds,26,2014-01-10 07:17:40,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-10 07:41:00,Hallowed Grounds,26,2014-01-10 07:17:40,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-10 07:45:00,Hallowed Grounds,26,2014-01-10 07:17:40,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2681,2014-01-10 07:46:00,Hallowed Grounds,26,2014-01-10 07:17:40,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-10 07:49:00,Hallowed Grounds,26,2014-01-10 07:17:40,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-10 07:50:00,Hallowed Grounds,26,2014-01-10 07:17:40,2014-01-10 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-11 16:00:00,Roberts and Sons,26,2014-01-11 13:33:47,2014-01-11 16:07:01,"POLYGON ((24.85 36.06325, 24.855 36.06325, 24.855 36.06475, 24.85 36.06475, 24.85 36.06325))"
7889,2014-01-13 07:32:00,Hallowed Grounds,26,2014-01-13 07:17:40,2014-01-13 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-13 07:42:00,Hallowed Grounds,26,2014-01-13 07:17:40,2014-01-13 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-13 07:43:00,Hallowed Grounds,26,2014-01-13 07:17:40,2014-01-13 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9405,2014-01-13 07:44:00,Hallowed Grounds,26,2014-01-13 07:17:40,2014-01-13 07:48:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-14 07:35:00,Hallowed Grounds,26,2014-01-14 07:14:40,2014-01-14 07:46:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-14 07:42:00,Hallowed Grounds,26,2014-01-14 07:14:40,2014-01-14 07:46:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-14 07:44:00,Hallowed Grounds,26,2014-01-14 07:14:40,2014-01-14 07:46:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-14 07:45:00,Hallowed Grounds,26,2014-01-14 07:14:40,2014-01-14 07:46:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-15 07:44:00,Hallowed Grounds,26,2014-01-15 07:42:40,2014-01-15 08:01:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
6691,2014-01-15 07:51:00,Hallowed Grounds,26,2014-01-15 07:42:40,2014-01-15 08:01:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-15 07:59:00,Hallowed Grounds,26,2014-01-15 07:42:40,2014-01-15 08:01:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-15 08:00:00,Hallowed Grounds,26,2014-01-15 07:42:40,2014-01-15 08:01:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-16 07:44:00,Hallowed Grounds,26,2014-01-16 07:26:40,2014-01-16 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-16 07:44:00,Hallowed Grounds,26,2014-01-16 07:26:40,2014-01-16 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-16 07:44:00,Hallowed Grounds,26,2014-01-16 07:26:40,2014-01-16 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-16 07:45:00,Hallowed Grounds,26,2014-01-16 07:26:40,2014-01-16 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-16 07:51:00,Hallowed Grounds,26,2014-01-16 07:26:40,2014-01-16 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-16 07:51:00,Hallowed Grounds,26,2014-01-16 07:26:40,2014-01-16 07:52:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-17 07:31:00,Hallowed Grounds,26,2014-01-17 07:08:01,2014-01-17 07:33:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-17 07:33:00,Hallowed Grounds,26,2014-01-17 07:08:01,2014-01-17 07:33:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-06 07:34:00,Hallowed Grounds,1,2014-01-06 07:22:04,2014-01-06 07:57:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-06 07:36:00,Hallowed Grounds,1,2014-01-06 07:22:04,2014-01-06 07:57:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-06 07:47:00,Hallowed Grounds,1,2014-01-06 07:22:04,2014-01-06 07:57:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-06 07:48:00,Hallowed Grounds,1,2014-01-06 07:22:04,2014-01-06 07:57:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7889,2014-01-06 07:54:00,Hallowed Grounds,1,2014-01-06 07:22:04,2014-01-06 07:57:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2681,2014-01-06 07:54:00,Hallowed Grounds,1,2014-01-06 07:22:04,2014-01-06 07:57:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9551,2014-01-06 07:55:00,Hallowed Grounds,1,2014-01-06 07:22:04,2014-01-06 07:57:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9551,2014-01-06 20:26:00,Albert's Fine Clothing,1,2014-01-06 19:49:01,2014-01-06 20:27:01,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
7889,2014-01-07 07:35:00,Hallowed Grounds,1,2014-01-07 07:22:04,2014-01-07 07:56:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-07 07:37:00,Hallowed Grounds,1,2014-01-07 07:22:04,2014-01-07 07:56:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1874,2014-01-07 07:41:00,Hallowed Grounds,1,2014-01-07 07:22:04,2014-01-07 07:56:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9551,2014-01-07 07:46:00,Hallowed Grounds,1,2014-01-07 07:22:04,2014-01-07 07:56:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-07 07:47:00,Hallowed Grounds,1,2014-01-07 07:22:04,2014-01-07 07:56:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-07 07:48:00,Hallowed Grounds,1,2014-01-07 07:22:04,2014-01-07 07:56:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-07 07:50:00,Hallowed Grounds,1,2014-01-07 07:22:04,2014-01-07 07:56:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
7108,2014-01-08 07:39:00,Hallowed Grounds,1,2014-01-07 20:52:01,2014-01-08 07:47:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1874,2014-01-08 07:39:00,Hallowed Grounds,1,2014-01-07 20:52:01,2014-01-08 07:47:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
1310,2014-01-08 07:39:00,Hallowed Grounds,1,2014-01-07 20:52:01,2014-01-08 07:47:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
8129,2014-01-08 07:40:00,Hallowed Grounds,1,2014-01-07 20:52:01,2014-01-08 07:47:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
9617,2014-01-08 07:43:00,Hallowed Grounds,1,2014-01-07 20:52:01,2014-01-08 07:47:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
3492,2014-01-08 07:47:00,Hallowed Grounds,1,2014-01-07 20:52:01,2014-01-08 07:47:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2681,2014-01-08 07:50:00,Hallowed Grounds,1,2014-01-08 07:49:04,2014-01-08 08:00:01,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
